Loaded 4000 images from jk_zfls/round0_train
Loaded 2400 images from jk_zfls/round0_eval
Epoch: 0, Batch: 0, Loss: 3.1024
Epoch: 0, Batch: 10, Loss: 1.0384
Epoch: 0, Batch: 20, Loss: 0.3496
Epoch: 0, Batch: 30, Loss: 0.1963

Incorrect predictions:
Sample 0: True label = 0, Predicted = 1
Sample 1214: True label = 12, Predicted = 13
Sample 1215: True label = 12, Predicted = 13
Sample 1216: True label = 12, Predicted = 13
Sample 1218: True label = 12, Predicted = 13
Sample 1219: True label = 12, Predicted = 13
Sample 1220: True label = 12, Predicted = 13
Sample 1221: True label = 12, Predicted = 13
Sample 1222: True label = 12, Predicted = 13
Sample 1223: True label = 12, Predicted = 13
Sample 1225: True label = 12, Predicted = 1
Sample 1227: True label = 12, Predicted = 13
Sample 1228: True label = 12, Predicted = 1
Sample 1229: True label = 12, Predicted = 13
Sample 1230: True label = 12, Predicted = 13
Sample 1231: True label = 12, Predicted = 1
Sample 1232: True label = 12, Predicted = 1
Sample 1233: True label = 12, Predicted = 1
Sample 1234: True label = 12, Predicted = 13
Sample 1235: True label = 12, Predicted = 13
Sample 1236: True label = 12, Predicted = 1
Sample 1237: True label = 12, Predicted = 13
Sample 1238: True label = 12, Predicted = 13
Sample 1239: True label = 12, Predicted = 13
Sample 1240: True label = 12, Predicted = 13
Sample 1242: True label = 12, Predicted = 13
Sample 1243: True label = 12, Predicted = 13
Sample 1245: True label = 12, Predicted = 13
Sample 1246: True label = 12, Predicted = 13
Sample 1249: True label = 12, Predicted = 13
Sample 1251: True label = 12, Predicted = 13
Sample 1252: True label = 12, Predicted = 13
Sample 1253: True label = 12, Predicted = 1
Sample 1255: True label = 12, Predicted = 13
Sample 1256: True label = 12, Predicted = 1
Sample 1257: True label = 12, Predicted = 1
Sample 1259: True label = 12, Predicted = 13
Sample 1260: True label = 12, Predicted = 13
Sample 1262: True label = 12, Predicted = 13
Sample 1263: True label = 12, Predicted = 13
Sample 1264: True label = 12, Predicted = 13
Sample 1266: True label = 12, Predicted = 13
Sample 1270: True label = 12, Predicted = 13
Sample 1271: True label = 12, Predicted = 1
Sample 1272: True label = 12, Predicted = 13
Sample 1274: True label = 12, Predicted = 13
Sample 1275: True label = 12, Predicted = 13
Sample 1277: True label = 12, Predicted = 13
Sample 1279: True label = 12, Predicted = 13
Sample 1280: True label = 12, Predicted = 13
Sample 1282: True label = 12, Predicted = 13
Sample 1283: True label = 12, Predicted = 13
Sample 1286: True label = 12, Predicted = 13
Sample 1287: True label = 12, Predicted = 13
Sample 1288: True label = 12, Predicted = 13
Sample 1289: True label = 12, Predicted = 13
Sample 1290: True label = 12, Predicted = 13
Sample 1291: True label = 12, Predicted = 13
Sample 1292: True label = 12, Predicted = 13
Sample 1293: True label = 12, Predicted = 13
Sample 1294: True label = 12, Predicted = 13
Sample 1296: True label = 12, Predicted = 13
Sample 1297: True label = 12, Predicted = 1
Sample 1298: True label = 12, Predicted = 13
Sample 1299: True label = 12, Predicted = 13
Sample 1400: True label = 14, Predicted = 1
Sample 1401: True label = 14, Predicted = 1
Sample 1402: True label = 14, Predicted = 1
Sample 1403: True label = 14, Predicted = 1
Sample 1404: True label = 14, Predicted = 0
Sample 1405: True label = 14, Predicted = 0
Sample 1406: True label = 14, Predicted = 0
Sample 1407: True label = 14, Predicted = 1
Sample 1408: True label = 14, Predicted = 1
Sample 1409: True label = 14, Predicted = 1
Sample 1410: True label = 14, Predicted = 1
Sample 1411: True label = 14, Predicted = 0
Sample 1412: True label = 14, Predicted = 1
Sample 1414: True label = 14, Predicted = 1
Sample 1415: True label = 14, Predicted = 0
Sample 1416: True label = 14, Predicted = 0
Sample 1417: True label = 14, Predicted = 1
Sample 1418: True label = 14, Predicted = 1
Sample 1419: True label = 14, Predicted = 1
Sample 1420: True label = 14, Predicted = 1
Sample 1421: True label = 14, Predicted = 0
Sample 1422: True label = 14, Predicted = 1
Sample 1423: True label = 14, Predicted = 1
Sample 1424: True label = 14, Predicted = 1
Sample 1425: True label = 14, Predicted = 1
Sample 1426: True label = 14, Predicted = 1
Sample 1427: True label = 14, Predicted = 1
Sample 1428: True label = 14, Predicted = 1
Sample 1429: True label = 14, Predicted = 1
Sample 1430: True label = 14, Predicted = 1
Sample 1431: True label = 14, Predicted = 0
Sample 1432: True label = 14, Predicted = 0
Sample 1433: True label = 14, Predicted = 0
Sample 1434: True label = 14, Predicted = 0
Sample 1435: True label = 14, Predicted = 0
Sample 1436: True label = 14, Predicted = 0
Sample 1437: True label = 14, Predicted = 1
Sample 1438: True label = 14, Predicted = 1
Sample 1439: True label = 14, Predicted = 0
Sample 1440: True label = 14, Predicted = 1
Sample 1441: True label = 14, Predicted = 0
Sample 1442: True label = 14, Predicted = 0
Sample 1443: True label = 14, Predicted = 1
Sample 1444: True label = 14, Predicted = 0
Sample 1445: True label = 14, Predicted = 1
Sample 1446: True label = 14, Predicted = 0
Sample 1447: True label = 14, Predicted = 1
Sample 1448: True label = 14, Predicted = 1
Sample 1449: True label = 14, Predicted = 0
Sample 1450: True label = 14, Predicted = 0
Sample 1451: True label = 14, Predicted = 0
Sample 1452: True label = 14, Predicted = 0
Sample 1453: True label = 14, Predicted = 1
Sample 1454: True label = 14, Predicted = 0
Sample 1455: True label = 14, Predicted = 1
Sample 1456: True label = 14, Predicted = 0
Sample 1457: True label = 14, Predicted = 0
Sample 1458: True label = 14, Predicted = 1
Sample 1459: True label = 14, Predicted = 1
Sample 1460: True label = 14, Predicted = 1
Sample 1461: True label = 14, Predicted = 1
Sample 1462: True label = 14, Predicted = 0
Sample 1463: True label = 14, Predicted = 0
Sample 1464: True label = 14, Predicted = 0
Sample 1465: True label = 14, Predicted = 1
Sample 1466: True label = 14, Predicted = 1
Sample 1467: True label = 14, Predicted = 1
Sample 1468: True label = 14, Predicted = 0
Sample 1469: True label = 14, Predicted = 0
Sample 1470: True label = 14, Predicted = 1
Sample 1472: True label = 14, Predicted = 0
Sample 1473: True label = 14, Predicted = 0
Sample 1474: True label = 14, Predicted = 1
Sample 1475: True label = 14, Predicted = 1
Sample 1476: True label = 14, Predicted = 1
Sample 1477: True label = 14, Predicted = 0
Sample 1478: True label = 14, Predicted = 1
Sample 1479: True label = 14, Predicted = 1
Sample 1480: True label = 14, Predicted = 1
Sample 1481: True label = 14, Predicted = 0
Sample 1482: True label = 14, Predicted = 1
Sample 1483: True label = 14, Predicted = 1
Sample 1484: True label = 14, Predicted = 1
Sample 1485: True label = 14, Predicted = 0
Sample 1486: True label = 14, Predicted = 0
Sample 1487: True label = 14, Predicted = 0
Sample 1488: True label = 14, Predicted = 0
Sample 1489: True label = 14, Predicted = 0
Sample 1490: True label = 14, Predicted = 1
Sample 1491: True label = 14, Predicted = 0
Sample 1492: True label = 14, Predicted = 1
Sample 1493: True label = 14, Predicted = 0
Sample 1494: True label = 14, Predicted = 1
Sample 1495: True label = 14, Predicted = 1
Sample 1496: True label = 14, Predicted = 0
Sample 1497: True label = 14, Predicted = 0
Sample 1498: True label = 14, Predicted = 0
Sample 1499: True label = 14, Predicted = 1
Sample 1500: True label = 15, Predicted = 1
Sample 1501: True label = 15, Predicted = 3
Sample 1502: True label = 15, Predicted = 1
Sample 1503: True label = 15, Predicted = 0
Sample 1504: True label = 15, Predicted = 3
Sample 1505: True label = 15, Predicted = 1
Sample 1506: True label = 15, Predicted = 1
Sample 1507: True label = 15, Predicted = 1
Sample 1508: True label = 15, Predicted = 1
Sample 1509: True label = 15, Predicted = 1
Sample 1510: True label = 15, Predicted = 1
Sample 1511: True label = 15, Predicted = 3
Sample 1512: True label = 15, Predicted = 3
Sample 1513: True label = 15, Predicted = 1
Sample 1514: True label = 15, Predicted = 1
Sample 1515: True label = 15, Predicted = 0
Sample 1516: True label = 15, Predicted = 1
Sample 1517: True label = 15, Predicted = 1
Sample 1518: True label = 15, Predicted = 1
Sample 1519: True label = 15, Predicted = 0
Sample 1520: True label = 15, Predicted = 3
Sample 1521: True label = 15, Predicted = 1
Sample 1522: True label = 15, Predicted = 1
Sample 1523: True label = 15, Predicted = 3
Sample 1524: True label = 15, Predicted = 1
Sample 1525: True label = 15, Predicted = 1
Sample 1526: True label = 15, Predicted = 1
Sample 1527: True label = 15, Predicted = 1
Sample 1528: True label = 15, Predicted = 1
Sample 1529: True label = 15, Predicted = 1
Sample 1530: True label = 15, Predicted = 3
Sample 1531: True label = 15, Predicted = 1
Sample 1532: True label = 15, Predicted = 0
Sample 1533: True label = 15, Predicted = 3
Sample 1534: True label = 15, Predicted = 1
Sample 1535: True label = 15, Predicted = 1
Sample 1536: True label = 15, Predicted = 1
Sample 1537: True label = 15, Predicted = 1
Sample 1538: True label = 15, Predicted = 3
Sample 1539: True label = 15, Predicted = 1
Sample 1540: True label = 15, Predicted = 1
Sample 1541: True label = 15, Predicted = 0
Sample 1542: True label = 15, Predicted = 3
Sample 1543: True label = 15, Predicted = 3
Sample 1544: True label = 15, Predicted = 1
Sample 1545: True label = 15, Predicted = 0
Sample 1546: True label = 15, Predicted = 1
Sample 1547: True label = 15, Predicted = 0
Sample 1548: True label = 15, Predicted = 3
Sample 1549: True label = 15, Predicted = 0
Sample 1550: True label = 15, Predicted = 1
Sample 1551: True label = 15, Predicted = 3
Sample 1552: True label = 15, Predicted = 3
Sample 1553: True label = 15, Predicted = 1
Sample 1554: True label = 15, Predicted = 1
Sample 1555: True label = 15, Predicted = 1
Sample 1556: True label = 15, Predicted = 0
Sample 1557: True label = 15, Predicted = 3
Sample 1558: True label = 15, Predicted = 1
Sample 1559: True label = 15, Predicted = 3
Sample 1560: True label = 15, Predicted = 1
Sample 1561: True label = 15, Predicted = 1
Sample 1562: True label = 15, Predicted = 1
Sample 1563: True label = 15, Predicted = 1
Sample 1564: True label = 15, Predicted = 3
Sample 1565: True label = 15, Predicted = 3
Sample 1566: True label = 15, Predicted = 1
Sample 1567: True label = 15, Predicted = 1
Sample 1568: True label = 15, Predicted = 3
Sample 1569: True label = 15, Predicted = 1
Sample 1570: True label = 15, Predicted = 0
Sample 1571: True label = 15, Predicted = 3
Sample 1572: True label = 15, Predicted = 0
Sample 1573: True label = 15, Predicted = 3
Sample 1574: True label = 15, Predicted = 1
Sample 1575: True label = 15, Predicted = 3
Sample 1576: True label = 15, Predicted = 1
Sample 1577: True label = 15, Predicted = 3
Sample 1578: True label = 15, Predicted = 3
Sample 1579: True label = 15, Predicted = 3
Sample 1580: True label = 15, Predicted = 0
Sample 1581: True label = 15, Predicted = 1
Sample 1582: True label = 15, Predicted = 1
Sample 1583: True label = 15, Predicted = 1
Sample 1584: True label = 15, Predicted = 0
Sample 1585: True label = 15, Predicted = 1
Sample 1586: True label = 15, Predicted = 1
Sample 1587: True label = 15, Predicted = 3
Sample 1588: True label = 15, Predicted = 0
Sample 1589: True label = 15, Predicted = 3
Sample 1590: True label = 15, Predicted = 1
Sample 1591: True label = 15, Predicted = 1
Sample 1592: True label = 15, Predicted = 1
Sample 1593: True label = 15, Predicted = 1
Sample 1594: True label = 15, Predicted = 0
Sample 1595: True label = 15, Predicted = 1
Sample 1596: True label = 15, Predicted = 0
Sample 1597: True label = 15, Predicted = 1
Sample 1598: True label = 15, Predicted = 1
Sample 1599: True label = 15, Predicted = 1
Sample 1600: True label = 16, Predicted = 1
Sample 1601: True label = 16, Predicted = 1
Sample 1602: True label = 16, Predicted = 7
Sample 1603: True label = 16, Predicted = 1
Sample 1604: True label = 16, Predicted = 12
Sample 1605: True label = 16, Predicted = 1
Sample 1606: True label = 16, Predicted = 7
Sample 1607: True label = 16, Predicted = 1
Sample 1608: True label = 16, Predicted = 1
Sample 1609: True label = 16, Predicted = 1
Sample 1610: True label = 16, Predicted = 1
Sample 1611: True label = 16, Predicted = 1
Sample 1612: True label = 16, Predicted = 1
Sample 1613: True label = 16, Predicted = 1
Sample 1614: True label = 16, Predicted = 1
Sample 1615: True label = 16, Predicted = 1
Sample 1616: True label = 16, Predicted = 1
Sample 1617: True label = 16, Predicted = 1
Sample 1618: True label = 16, Predicted = 1
Sample 1619: True label = 16, Predicted = 1
Sample 1620: True label = 16, Predicted = 7
Sample 1621: True label = 16, Predicted = 1
Sample 1622: True label = 16, Predicted = 7
Sample 1623: True label = 16, Predicted = 1
Sample 1624: True label = 16, Predicted = 1
Sample 1625: True label = 16, Predicted = 1
Sample 1626: True label = 16, Predicted = 1
Sample 1627: True label = 16, Predicted = 1
Sample 1628: True label = 16, Predicted = 7
Sample 1629: True label = 16, Predicted = 1
Sample 1630: True label = 16, Predicted = 7
Sample 1631: True label = 16, Predicted = 1
Sample 1632: True label = 16, Predicted = 1
Sample 1633: True label = 16, Predicted = 1
Sample 1634: True label = 16, Predicted = 1
Sample 1635: True label = 16, Predicted = 7
Sample 1636: True label = 16, Predicted = 1
Sample 1637: True label = 16, Predicted = 1
Sample 1638: True label = 16, Predicted = 1
Sample 1639: True label = 16, Predicted = 1
Sample 1640: True label = 16, Predicted = 1
Sample 1641: True label = 16, Predicted = 1
Sample 1642: True label = 16, Predicted = 7
Sample 1643: True label = 16, Predicted = 7
Sample 1644: True label = 16, Predicted = 1
Sample 1645: True label = 16, Predicted = 1
Sample 1646: True label = 16, Predicted = 1
Sample 1647: True label = 16, Predicted = 1
Sample 1648: True label = 16, Predicted = 7
Sample 1649: True label = 16, Predicted = 1
Sample 1650: True label = 16, Predicted = 7
Sample 1651: True label = 16, Predicted = 1
Sample 1652: True label = 16, Predicted = 1
Sample 1653: True label = 16, Predicted = 1
Sample 1654: True label = 16, Predicted = 7
Sample 1655: True label = 16, Predicted = 1
Sample 1656: True label = 16, Predicted = 7
Sample 1657: True label = 16, Predicted = 7
Sample 1658: True label = 16, Predicted = 1
Sample 1659: True label = 16, Predicted = 1
Sample 1660: True label = 16, Predicted = 1
Sample 1661: True label = 16, Predicted = 1
Sample 1662: True label = 16, Predicted = 7
Sample 1663: True label = 16, Predicted = 1
Sample 1664: True label = 16, Predicted = 1
Sample 1665: True label = 16, Predicted = 1
Sample 1666: True label = 16, Predicted = 7
Sample 1667: True label = 16, Predicted = 1
Sample 1668: True label = 16, Predicted = 12
Sample 1669: True label = 16, Predicted = 1
Sample 1670: True label = 16, Predicted = 1
Sample 1671: True label = 16, Predicted = 1
Sample 1672: True label = 16, Predicted = 7
Sample 1673: True label = 16, Predicted = 1
Sample 1674: True label = 16, Predicted = 7
Sample 1675: True label = 16, Predicted = 1
Sample 1676: True label = 16, Predicted = 1
Sample 1677: True label = 16, Predicted = 1
Sample 1678: True label = 16, Predicted = 1
Sample 1679: True label = 16, Predicted = 7
Sample 1680: True label = 16, Predicted = 7
Sample 1681: True label = 16, Predicted = 1
Sample 1682: True label = 16, Predicted = 7
Sample 1683: True label = 16, Predicted = 1
Sample 1684: True label = 16, Predicted = 7
Sample 1685: True label = 16, Predicted = 7
Sample 1686: True label = 16, Predicted = 1
Sample 1687: True label = 16, Predicted = 1
Sample 1688: True label = 16, Predicted = 7
Sample 1689: True label = 16, Predicted = 1
Sample 1690: True label = 16, Predicted = 7
Sample 1691: True label = 16, Predicted = 1
Sample 1692: True label = 16, Predicted = 1
Sample 1693: True label = 16, Predicted = 18
Sample 1694: True label = 16, Predicted = 1
Sample 1695: True label = 16, Predicted = 1
Sample 1696: True label = 16, Predicted = 1
Sample 1697: True label = 16, Predicted = 1
Sample 1698: True label = 16, Predicted = 1
Sample 1699: True label = 16, Predicted = 1
Sample 1700: True label = 17, Predicted = 1
Sample 1701: True label = 17, Predicted = 1
